"","x"
"2914","RT @ojc670: 시발!
경기도 돼지 4만마리 묻을때가 없어 방치해 임진강이 씨벌게 졌다는데 저 지랄들이 하고 싶은거여?
열병 걸린 돼지들 너네가 다 쳐먹든지!

https://t.co/BFNlEvZiuU"
"2915","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2916","RT @ojc670: 시발!
경기도 돼지 4만마리 묻을때가 없어 방치해 임진강이 씨벌게 졌다는데 저 지랄들이 하고 싶은거여?
열병 걸린 돼지들 너네가 다 쳐먹든지!

https://t.co/BFNlEvZiuU"
"2917","RT @only598185: 흉측한 정치꾼들<U+0001F479>

처음 아프리카 돼지열병에
이낙연총리께서 밤낮없이
방역에 전념하실때는
수수방관 아몰랑이던
정치꾼들이 이제와서
돼지탈쓰고 돼지팔이.
 역겹다!!!!!

문희상·이해찬·이재명, 국회서 '분홍색 돼지인형' 쓴…"
"2918","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2919","@Jaemyung_Lee 돼지열병 발생 했을때 
사재기.가격폭등으로
한 몫 챙기려는 나쁜업자들
보기싫어 돼지고기 안먹었다.
이재명지사님 뜻에 따라 많이 먹겠습니다."
"2920","RT @2NI1504: 요즘 트위터보면 서초집회에
온갖 트집 잡기에 화력집중이더만!
이런데다 화력을 좀 집중시키지!
돼지열병 발생시킨 경기도!울총리님이
진화해놓으니 공치사는 점명이가 받고
"" 취수원 오염""은 정부탓하냐?

죽은 돼지 핏물 하천까지 흘…"
"2921","RT @for_sincerity: 수습은 정부(총리)가 
생색은 경기도지사가 
도지사 뒷치닥거리는 당대표가 

뭐 그런 거냐? 
@TheMinjoo_Kr @lhc21net @Lee_InYoung

경기도 야 이 썩어빠진 놈들아! 지금 임진강에 돼지열…"
"2922","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2923","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2924","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2925","RT @son5959: 돼지열병 못 막아 수십만마리 돼지 살처분한 새끼가 이런 박장대소 웃음이 나오는것도 신기할 따름이다.
이 인간 정체가 도대체 뭘까?  https://t.co/26tLL8gfR9"
"2926","RT @makeup446: &lt;이재명, 이해찬과 돼지열병 피해양돈농가 돕기 '1일 한돈 홍보대사'로 나서&gt;
이재명 경기지사가 12일 국회를 찾아 이해찬 민주당 대표, 문희상 국회의장과 아프리카돼지열병으로 어려움을 겪고 있는 양돈농가에 힘을 보태기 위해…"
"2927","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"2928","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2929","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2930","RT @for_sincerity: 수습은 정부(총리)가 
생색은 경기도지사가 
도지사 뒷치닥거리는 당대표가 

뭐 그런 거냐? 
@TheMinjoo_Kr @lhc21net @Lee_InYoung

경기도 야 이 썩어빠진 놈들아! 지금 임진강에 돼지열…"
"2931","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2932","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2933","RT @son5959: 아니 돼지열병 못 막아 돼지 수십마리 살처분 한 새끼가 주도를 해서 돼지탈 뒤집어쓰고 돼지사랑 행사를 주도를 하고 여기에 집권여당 대표새끼 국회의장 새끼도 돼지탈 뒤집어 쓰고 지랄을 하고 기가찬다,"
"2934","RT @Nostagi: 경기도 돼지 33만마리 천여억 어치 파묻고

아프리카 돼지열병 피해 지원해준다고

나온 저쌍판들 봐라?

가을 추엽처럼 우수수 떨어지는 소리가 6개월전부터 들린다.

말아먹는 숫법도  많이  발전했네? https://t.co/…"
"2935","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2936","RT @IGOTRYTHMCHANGE: JTBC뉴스 경기도 돼지열병 살처분
돼지가 댓가를 흘러서 강으로 흐를 위험

돼지시체 실은 트럭들 처리할 데없어 댜기 핏물 바닥에 뚝뚝

얼마전 경기지사가 공매도해서 다 살처분하겠다고 이총리에게 제안했다고 숟가락…"
"2937","RT @ojc670: 시발!
경기도 돼지 4만마리 묻을때가 없어 방치해 임진강이 씨벌게 졌다는데 저 지랄들이 하고 싶은거여?
열병 걸린 돼지들 너네가 다 쳐먹든지!

https://t.co/BFNlEvZiuU"
"2938","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2939","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2940","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2941","열병 걸린 돼지 우리에 다 쳐 넣고 싶다.. https://t.co/OTp6A6fZYU"
"2942","RT @2NI1504: 요즘 트위터보면 서초집회에
온갖 트집 잡기에 화력집중이더만!
이런데다 화력을 좀 집중시키지!
돼지열병 발생시킨 경기도!울총리님이
진화해놓으니 공치사는 점명이가 받고
"" 취수원 오염""은 정부탓하냐?

죽은 돼지 핏물 하천까지 흘…"
"2943","RT @charisclinic: 저 침출수가 앞으로 영향을 줄 일 생각해보니 머리가 아플 정도. 오래 살아남기 때문에 다른 동물이 캐리어 역할을 할 수 있고 이게 일년이상 돼지열병을 유발시키는 원인이 될지도. 진짜 뭐 제대로 하는게 하나도 없는 이재…"
"2944","RT @son5959: 돼지열병 못 막아 수십만마리 돼지 살처분한 새끼가 이런 박장대소 웃음이 나오는것도 신기할 따름이다.
이 인간 정체가 도대체 뭘까?  https://t.co/26tLL8gfR9"
"2945","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"2946","RT @ojc670: 시발!
경기도 돼지 4만마리 묻을때가 없어 방치해 임진강이 씨벌게 졌다는데 저 지랄들이 하고 싶은거여?
열병 걸린 돼지들 너네가 다 쳐먹든지!

https://t.co/BFNlEvZiuU"
"2947","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2948","RT @matw4: @one_n_only_0124 @KariteTree 총리님은 돼지열병 저지를 위해 저리 동분서주 열일하시는데 이 쓰레기 두놈은 국회에서 이런 짓거리나 하고 있으니...ㅉㅉㅉ
제발 번개라도 쳐맞고 주거라 기도하마! https://t…"
"2949","RT @one_n_only_0124: 이총리, 돼지열병 방역현장서 지자체 '안일한 대처' 질책

<U+00A0>""심각에 준하는 게 아니라 이미 심각한 것으로 봐야 한다""고 질책했다.<U+00A0>
이어 ""오늘이 지시한 지 사흘째인데 아직도 '심각에 준하는'이라고 하는 것은…"
"2950","미쳤나봐요~

돼지열병 해결은 총리가 다 하고 https://t.co/bucxFjIvk3"
"2951","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2952","RT @for_sincerity: 수습은 정부(총리)가 
생색은 경기도지사가 
도지사 뒷치닥거리는 당대표가 

뭐 그런 거냐? 
@TheMinjoo_Kr @lhc21net @Lee_InYoung

경기도 야 이 썩어빠진 놈들아! 지금 임진강에 돼지열…"
"2953","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"2954","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2955","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"2956","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"2957","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2958","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"2959","RT @Nostagi: 경기도 돼지 33만마리 천여억 어치 파묻고

아프리카 돼지열병 피해 지원해준다고

나온 저쌍판들 봐라?

가을 추엽처럼 우수수 떨어지는 소리가 6개월전부터 들린다.

말아먹는 숫법도  많이  발전했네? https://t.co/…"
"2960","RT @IGOTRYTHMCHANGE: JTBC뉴스 경기도 돼지열병 살처분
돼지가 댓가를 흘러서 강으로 흐를 위험

돼지시체 실은 트럭들 처리할 데없어 댜기 핏물 바닥에 뚝뚝

얼마전 경기지사가 공매도해서 다 살처분하겠다고 이총리에게 제안했다고 숟가락…"
"2961","RT @gracehwang1970: ""한번도 경험해보지못한 대한민국""을 무능한 #문재인 이 달성하는 중이다. #아프리카돼지열병 #ASF 은 중국과 북한에서 #문재인 에게 안겨준 골칫덩어리이다. 임진강 지류마져 뻘건피로 물들게하는 재앙. 저 돼지피와…"
"2962","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2963","RT @charisclinic: 저 침출수가 앞으로 영향을 줄 일 생각해보니 머리가 아플 정도. 오래 살아남기 때문에 다른 동물이 캐리어 역할을 할 수 있고 이게 일년이상 돼지열병을 유발시키는 원인이 될지도. 진짜 뭐 제대로 하는게 하나도 없는 이재…"
"2964","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"2965","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2966","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2967","RT @charisclinic: 저 침출수가 앞으로 영향을 줄 일 생각해보니 머리가 아플 정도. 오래 살아남기 때문에 다른 동물이 캐리어 역할을 할 수 있고 이게 일년이상 돼지열병을 유발시키는 원인이 될지도. 진짜 뭐 제대로 하는게 하나도 없는 이재…"
"2968","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"2969","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"2970","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2971","RT @for_sincerity: 수습은 정부(총리)가 
생색은 경기도지사가 
도지사 뒷치닥거리는 당대표가 

뭐 그런 거냐? 
@TheMinjoo_Kr @lhc21net @Lee_InYoung

경기도 야 이 썩어빠진 놈들아! 지금 임진강에 돼지열…"
"2972","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2973","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2974","RT @for_sincerity: 수습은 정부(총리)가 
생색은 경기도지사가 
도지사 뒷치닥거리는 당대표가 

뭐 그런 거냐? 
@TheMinjoo_Kr @lhc21net @Lee_InYoung

경기도 야 이 썩어빠진 놈들아! 지금 임진강에 돼지열…"
"2975","RT @ojc670: 시발!
경기도 돼지 4만마리 묻을때가 없어 방치해 임진강이 씨벌게 졌다는데 저 지랄들이 하고 싶은거여?
열병 걸린 돼지들 너네가 다 쳐먹든지!

https://t.co/BFNlEvZiuU"
"2976","이재명, 이해찬과 돼지열병 피해양돈농가 돕기 '1일 한돈 홍보대사'로 나서 (출처 : #팩트of이.. | 블로그) https://t.co/T44BYkWBN8"
"2977","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2978","RT @makeup446: &lt;이재명, 이해찬과 돼지열병 피해양돈농가 돕기 '1일 한돈 홍보대사'로 나서&gt;
이재명 경기지사가 12일 국회를 찾아 이해찬 민주당 대표, 문희상 국회의장과 아프리카돼지열병으로 어려움을 겪고 있는 양돈농가에 힘을 보태기 위해…"
"2979","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2980","RT @gracehwang1970: ""한번도 경험해보지못한 대한민국""을 무능한 #문재인 이 달성하는 중이다. #아프리카돼지열병 #ASF 은 중국과 북한에서 #문재인 에게 안겨준 골칫덩어리이다. 임진강 지류마져 뻘건피로 물들게하는 재앙. 저 돼지피와…"
"2981","RT @crystal_e_v_e: 개정은 돼지새끼 눈치 보느라  북한  돼지 열병  쉬쉬 하다가 ,   돼지 핏물  범벅이 되어   식수 오염까지  걱정하고 피해를 보는 건  결국  대한민국 국민이다.  테러 살인마 개정은이  우리 국민 보다  더…"
"2982","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2983","RT @charisclinic: 저 침출수가 앞으로 영향을 줄 일 생각해보니 머리가 아플 정도. 오래 살아남기 때문에 다른 동물이 캐리어 역할을 할 수 있고 이게 일년이상 돼지열병을 유발시키는 원인이 될지도. 진짜 뭐 제대로 하는게 하나도 없는 이재…"
"2984","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2985","요즘 트위터보면 서초집회에
온갖 트집 잡기에 화력집중이더만!
이런데다 화력을 좀 집중시키지!
돼지열병 발생시킨 경기도!울총리님이
진화해놓으니 공치사는 점명이가 받고
"" 취수원 오염""은 정부탓하냐?

죽은 돼… https://t.co/UPq266eGFv"
"2986","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"2987","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"2988","RT @wjdrl: 이재명이 이렇게 일을 잘한다.
돼지열병이 경기도에 창궐해서 수십만마리를 살처분했는데 경기도지사라는 이재명은 국회 들락거리고 이해찬을 비롯한 국회의원들과 쇼하기 바쁘다
이런걸 일잘하게 무죄탄원서 쓰란다
돼지선지를 아가리에 퍼부을놈들…"
"2989","RT @for_sincerity: 대법 판결후에도 이 지랄로 둘이 붙어다닐 수 있나 두고 보자. 김경수 조국은 입 싹 딱고 강건너 불구경이더니 고법에서조차 유죄판결받은 이제명은 뭔데 이렇게 끼고 돌며 자빠지는지.. 게다가 돼지열병도 총리께서 밤잠 설…"
"2990","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"2991","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2992","RT @gracehwang1970: ""한번도 경험해보지못한 대한민국""을 무능한 #문재인 이 달성하는 중이다. #아프리카돼지열병 #ASF 은 중국과 북한에서 #문재인 에게 안겨준 골칫덩어리이다. 임진강 지류마져 뻘건피로 물들게하는 재앙. 저 돼지피와…"
"2993","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2994","RT @BahkShaun: 문찬탈이 전방 GP를 파괴하고, 
철책선을 없애버린 성과가 
아프리카 돼지열병으로 나타났다. 

문찬탈의 빨갱이정책은 
돼지열병의 재앙에서 
끝나는 것이 아니라, 

파주 주민들의 
식수가 없어지는 재앙이 되었다. 

재앙…"
"2995","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2996","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"2997","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"2998","RT @yonhaptweet: 살처분 서두르다 수만 마리 돼지 사체 핏물 임진강 오염
https://t.co/NtLuz6Bw2Y

경기도 연천에서 아프리카돼지열병(ASF) 확산을 막기 위해 살처분한 돼지 수만 마리를 제대로 처리하지 못한 채 쌓아뒀다…"
"2999","""양돈농가는 농림부, 멧돼지는 환경부""..""부서 달라 돼지열병 확산 못 막아"" | 다음뉴스 https://t.co/31HiTMri6y"
"3000","RT @crystal_e_v_e: 개정은 돼지새끼 눈치 보느라  북한  돼지 열병  쉬쉬 하다가 ,   돼지 핏물  범벅이 되어   식수 오염까지  걱정하고 피해를 보는 건  결국  대한민국 국민이다.  테러 살인마 개정은이  우리 국민 보다  더…"
"3001","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3002","RT @charisclinic: 저 침출수가 앞으로 영향을 줄 일 생각해보니 머리가 아플 정도. 오래 살아남기 때문에 다른 동물이 캐리어 역할을 할 수 있고 이게 일년이상 돼지열병을 유발시키는 원인이 될지도. 진짜 뭐 제대로 하는게 하나도 없는 이재…"
"3003","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3004","RT @hwaga_story: <U+0001F631><U+0001F631><U+0001F631>

미치겠다...호러놀이 하냐?

이게 정상이냐??

이거 보면 돼지고기 먹고 싶겠냐???

돼지 열병 피해 주민들 놀리는 것도 아니고 웃음이 쳐나오냐???? https://t.co/CamvIPxE1l"
"3005","RT @Nostagi: 경기도 돼지 33만마리 천여억 어치 파묻고

아프리카 돼지열병 피해 지원해준다고

나온 저쌍판들 봐라?

가을 추엽처럼 우수수 떨어지는 소리가 6개월전부터 들린다.

말아먹는 숫법도  많이  발전했네? https://t.co/…"
"3006","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3007","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3008","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3009","RT @ojc670: 시발!
경기도 돼지 4만마리 묻을때가 없어 방치해 임진강이 씨벌게 졌다는데 저 지랄들이 하고 싶은거여?
열병 걸린 돼지들 너네가 다 쳐먹든지!

https://t.co/BFNlEvZiuU"
"3010","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3011","RT @humanjissou: 돼지 잘못은 아닌 건 맞는데 돼지열병 걸려 죽나 우리한테 죽나 그게 그거 아닌데스? https://t.co/5wyyOA0ZVj"
"3012","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"3013","돼지열병 잡으려다 침출수로 사람 잡게 생겼네... 공무원들 제작은 가히 놀라워!"
